text,label
高層階の客室から見る大阪の夜景もきれいでした。,p
従業員も、すみませーんと、何度も呼ばないと出てこなかったりと、混んでないのに残念だなと思いました。,k
今回の部屋は、ミニキッチン付きでちょっと広くてよかったです。,p
朝食も値段からは想像以上の豪華。,p
部屋に電話がないのはびっくりしましたが、その分コスト削減と言うことで理解できます。,e
立地的には祇園駅からすぐ近く、コンビニも近くにあり大変便利です。,p
ほとんど使えなかった。,k
大規模改修の時に部屋のエアコンは個別管理にすると尚良い。（外は涼しいが部屋の中は暑かったー扇風機の貸出？）,y
食事は噂通りのその質、量ともに圧巻でした。,p
立地が海岸線でないので、改めて地震でもＯＫだと認識した。,p
従業員も少いのか、外線電話にもまったく出ず。,k
朝食バイキングは充実していた。,p
こちらとしては、まとめて書こうと思っていただけに申告していない扱いに思われた気がして大変不愉快でした。,k
何故同じ室料でこのような違いが有るのでしょうか？,k
宿泊する人でサウナ使用だと、慌ただしく気にして入らなければないのは頂けない。,k
21平米とありましたがあまり広いとは感じなかったです。,k
温泉街から離れてるのが少し寂しいですが、フロントの人達はみなさん素敵な男女です。,e
実際フロントの対応、客室係りの対応、申し分ない対応でした。,p
スイートルームなのに安いなと感じてましたが、やっぱりスイートルームという感じでは無かったです。,k
廉価提供で満足。,p
ただ朝食が9時までで、8時30分に行ったら食べるものがほとんどなくてコーヒーすら飲めませんでした。,k
ロビーに隣接してコンビニエンス・ストア兼ドラッグストアがあり、急ぎの買い物にはとても便利です。,p
でも、料金も大変安く十分な宿泊でした。,p
食事はバイキングで和・洋・中と目移りするぐらいの豊富なメニューでお味も良く、大人も子供も大変満足しました。,p
それから、お風呂のお湯が少し温くなった様な気がします気のせいかもしれません。,e
パンもゆでたまごもおいしかったです。,p
また、従業員の対応も素晴らしく、二日目の晩は冷酒のサービスをいただき感激でした。,p
禁煙室では無かったですが、ニオイも気にならずエレベーター近くの部屋を希望通り取っていただき大変助かりました。,p
お部屋も広く、ゆったりしていたのでゆっくりくつろげました。,p
駐車場が狭いため、フロントに鍵を預けるようになっていて車の移動をされるのですが、雰囲気でわかっていたものの、チェックインの時にホテル側で車の移動をすることがある旨伝えて頂けると更に親切で良かったなと思いました。,k
「宿が良いと、ごはんと温泉だけで（旅は）満足するものだなぁ」というのが感想です。,e
２度と行くことはないと思います。,k
但し、駅から近いのですが、繁華街で面食らいました。,e
まあ，“ワシントン”なんていかにも一流みたいな名前を冠してはいても，中味が三流五流ではまさに“名前負け”の感が否めません。,k
料理は、飛騨牛を美味しく頂きました。,p
無料の朝食サービスであったが、食べ物、飲み物とも有料サービスに劣らない内容で、感激した。,p
あと、浴場があると良かったなと思いましたが、価格とのバランスを考えれば満足です。,e
朝食時間は、９時３０分までとされていましたが、１５分前にレストランの入口に“準備中”の看板が掲げられていました。,k
駅前なのに宿泊料金の安さに驚かされました。,p
でも帰りに友達と、また泊まりたいね？と満足して帰ることができました。,p
朝食のバイキングも種類が豊富で美味しかったです☆,p
インターネットの繋がりが、あまりにも遅く、途中で切断されてしまうことが毎日でした。,k
部屋が少し狭い事をのぞけば、大変満足でした。,e
別に見られて困ることもないのですが、あまり良い気はしませんし、やはり落ち着きません。,k
クレームではありませんが、初日はパジャマと歯ブラシが色分けされていたのに、2日めは同色だったのが残念でした。,k
ただ洗面所のホーローがはげていたり、ドライヤーを使ってそのままにしておいて帰ってくるとそのままの状態でした。,k
途中でホテルに遅くなるとの連絡を入れた際「心配になりますので大幅に遅くなる際は再度のご連絡をお願い致します。どうぞお気を付けて下さい。」との温かいお言葉。,p
まだアナログなのでしょうか？,k
ルートイングループということもあり、安心して宿泊できました。,p
ジャムが美味しかったのですが、空っぽが多かったのでちょっと残念また泊まりたいですね,e
二度目の利用で今回は車でしたが、地下駐車場入口の段差でこすってしまい、車高によっては大問題になると思いました。,k
フロントの女性も感じが良く気分が良かったです。,p
全ての職員さんが、感じ良い事は何となくしあわせでした。,p
良かったです。,p
ダブルルームは少し狭い感じ、夜中排水音がゴボゴボと何度もバスルームから聞こえてなかなか眠れませんでした。,k
個人的には生卵が欲しかった。,y
とてもキレイな施設で嬉しかったです。,p
清掃の程度がわかり大幻滅。,k
DVDプレーヤーや加湿器などを頼みましたが、サービスはしっかりしていてさすがでした。,p
全体的には良かったと思います。,p
夕飯を、ホテルのスタッフにお勧めのお店に行ったら、高い・まずいで最悪でした。,k
もう少しエレベーターの収容人数が多いか、台数が多ければ有り難かったとは思いました。,y
朝食バイキングもバラエティー豊かだし飲み物も充実しています。,p
細かいことを言い出せば色々とあるのでしょうが、ここまでＣＰの良い宿は少ないのでは。,p
子供達には、洋食よりラーメンが食べられる中華の方がよかったみたいで、とても満足していました。,p
従業員の方の対応も、明らかに営業スマイルって感じの方も中にはいましたが、全体的には良かったです。,e
夜中に廊下が騒がしかったので、もう少し静かにしてもらえれば良かったです。,k
駅近くの好立地とコストパフォーマンスが◎。,p
私は地下道から行ったので少し迷いましたが、地上に出たらすぐわかりました。,e
禁煙ルーム予約でしたが、部屋に入るとたばこ臭がきつく、フロントに電話して、実際に係の方に部屋に入ってもらい、状況確認の上で部屋を交換してもらいました。,k
駅東が開発中という事もあってか目の前が駅なのに静かでしたし、車で行きましたが場所もわかりやすかったです。（駐車場は運良くホテル下に停められました）,p
が・・・部屋に入り狭さや山側の景色は問題ありませんでしたが床の汚さと椅子に穴が空いているのには参りました。,k
スキー場のゴンドラから非常に近く、楽に行き来できました。,p
いいホテルです。,p
ベットの堅さが自分好みなので、よく眠れるので助かります。,p
部屋も思いのほか広かったので良かったです。,p
ホテル事態はよかったです。,p
二日間とも観光で、バスを利用させていただき助かりました。,p
が、シングルルーム２部屋の料金で隣り合うスーパールームを２部屋準備していただき、ありがたかったです♪,p
旦那はそばのおかわりまでさせていただいて…岩魚も飛騨牛朴葉味噌焼き、黒米もとってもおいしかったです（*^_^*）食後１時間半ほど本館の２階にマッサージチェアーやオセロやカードゲームなど置いてある共同スペースでくつろがせていただきました♪,p
貸切抹茶露天風呂もややぬるめでしたが、眼下に渓流を眺めながら大変すばらしいひと時をすごさせていただきました。,e
二食付きで食事も美味しく満足でした。,p
最近のホテルらしくリサイクル・エコにも気を使ってるらしく良かったのですが、部屋にゴミ箱が１つしかなく分別してゴミを捨てられなかったのが、残念です。,e
ベッド・枕・布団も気持ちよく、特にバスルームが広く快適でした。,p
バイキング形式の朝食やロビーの無料パソコンなどとても使い勝手のいいホテルです。,p
料理もとてもおいしかったのですが、御造りを出し忘れられたのがちょっと残念でした。,e
部屋のトイレは薄いドアだけでシャワートイレも古くて、でも格階の共同トイレは広くて最新型で気持ちがよかった。,e
ナイトマネージャーの機敏な対応は納得致しました。,p
ホテル駐車場が予約済みでホテルから少し歩きましたが長期滞在者のキープ？,k
夫婦揃って大絶賛でした。（スープとバターロールでもかなり幸せかも）,p
小さい子供をつれてたので、あまりゆっくりできなかったですが、食事、お風呂はおもってたより良かったです。,p
フロントの対応良いですね。,p
残飯を食べているようで気分が凹みました。,k
主人が会計をしたので、サインをしてしまいましたが、私だったらしていなかったと思います。,k
駅から遠過ぎること。,k
2人分で5900円は安いと思ったら、ベッドは1つだけでした。,k
暗くなってからレンタカーで参りましたので、本当にこの道？と着くまでは不安でした。。。,k
三階の部屋から一階のお風呂までの往復は少し大変。,k
ただ、私の勘違いかもしれませんが、viewカードでのお支払の場合は１０％オフになったかと思ったのですがネット決済と比較してお得な方で決済して頂いてたものですから・・・私も急いでおりうっかりしていたのですがいつもとお値段が違っていたのでちょっと気になってしまいました。,k
また、飲料の自販機が少なく感じます。,k
当日プランの和室を使ったが非常に広くあの金額で泊まれるなら大満足。,p
全て無料でした。,p
部屋なかなか綺麗でした。,p
朝食は、ロールパンだったのでトーストや種類が選べたら良いなぁ？と思いました。,k
バイキングもうれしいです。,p
ただ全体的に大変満足のいくホテルだったのでまた絶対利用させていただきたいと思いました。,p
部屋は和室で、落ち着く部屋でした。,p
今回はリピーター限定の格安プランだったため部屋は期待していませんでしたが、洋室と和室が独立しもので今まで泊まった部屋の中で一番良かったです。（眺望はのぞめませんが・・・）,p
勿体無い。,k
部屋も綺麗で、地下浴場もきちんと掃除されており快適でした。,p
温泉は、炭酸泉がチェックイン後に入浴した時は炭酸があまりなく、ただのお湯でしたが夜に入浴した時には炭酸がちゃんとあったので楽しむ事が出来ました。,e
その時も電話で確認させていただいたら、態々外に出てきて下さり、裏の駐車場入り口で寒い中立って待って下さっていました。,p
朝食付きでこの価格は大変ありがたいです。,p
会席というより、普通の和風御膳だったら違和感なかったでしょう。,y
何時ころに片付けにくるのか事前に伝えてもらえるといいと思います。,y
部屋もとてもきれいで宿泊に何の問題もありません。,p
部屋のお風呂で温泉が楽しめるのは良いですね。,p
大人１人＋添い寝の子供１人でシングルルームを予約しましたが、ツインのお部屋を用意してくださいました。,p
外国人が泊まっても安心できるホテルだと思います。,p
朝食のプレート1枚だけでほかにお皿などがないのでちょっと不親切ですね。,k
ベットもセミダブルが３つでゆっくり快適に寝れました。,p
ホテル自体は申し分ないとは思いますが、いかんせんJRは阪急の駅から遠いのが・・・。,e
できたときからとても気になっていた建物だったのですが、やっと利用できて、感激でした☆,p
最近では、ブログやメルマガも購読させてもらってますよ（＾＾）また、近いうちに泊まりに行きたいと思います。,p
本館２階の男子トイレの個室ドアのカギと扉がすごく硬く、閉じ込められそうでした・・・改修したほうが良いかも。。。,k
わがままを言えば温泉だったら良かったのにと思いました。,y
今度名古屋に宿泊する機会にも選択肢の一番手に考えますので、幾つか要望を申し上げておきます。,y
駅から近いのでいいですね。,p
娘も窓際に椅子を置いて上り、何度も外を眺めていました。,p
全てにおいて大変グレードの高いホテルだと思いますが、最後にとても残念に思う所が有ります。,k
二十四時間滞在は、温泉ずきにはたまりません。,p
部屋清潔。,p
部屋自体はさほど汚くはなかったのですが、壁紙が破れているところには写真が直に張られていました。,k
朝、早くにチェックインしましたが大変、気持ちいい対応をして頂きました。,p
お部屋にティファールのポットがあったのがありがたかったです（沸くのが早くて好きなので）また、コーヒーがおいてあったのも良かったです。,p
ちょっとあると便利と思うサービスが充実していて大変快適に過ごせました。,p
お風呂は広く、アメニティも充実していて、無料の水が１本の他に、ティーパックなども、いろいろ種類が置いてありチェックアウトの時間まで、のんびりできました。,p
掃除の方に連絡をおこなっていないのでしょうか？,k
やはり部屋はきれいでアメニティも充実、風呂も広くてＴＶ付き等、代金に対するコストパフォーマンスは非常に高いと思います。,p
焼きたてたのは嬉しいけど，さすがにたった２種類のパンはそう何回も口に運べるものではなく・・・・。,e
ロビーや客室の雰囲気も重厚かつ洗練されていて、ゆっくりくつろげました。,p
唯一残念だったのが、朝食バイキングの補充がやたらと遅いこと。,k
・建物や設備は、最新では有りませんが、十分満足できます。,p
とにかく部屋がとてもきれいでした。,p
ホテルで無料貸し出しの『リセッシュ』・『加湿器』を予め部屋に用意しておいていただけないでしょうか。,y
お料理はどれもおいしく、大満足でした！！,p
品川からも近く、電車系の出張も飛行機系の出張も便利です。,p
室温設定が自由に変えられると良いと思います。,y
エアコンが機能せず冷房がきつく寒かったし朝食は見た目も味も悪く残念に思いました。,k
アメニティも充実しており、快適に過ごせました。,p
シャンプーなどが別々にあってほしい。,y
部屋の窓の外は全面ビーチで立地は抜群ですが、残念ながら窓が綺麗でなく、折角の景色がくすんでしまっています。,k
確認をお願いいたします。,y
全体的にとても満足しました。,p
きな粉より、シャリシャリ感があって、いいですねー。,p
場所も部屋の設備も申し分なく、朝食や新聞のサービスも嬉しいですね。,p
ただ、和食のサービスをして下さった方がお酒について質問すると「さぁ・・・どうなんでしょう・・？」という感じだったのがマイナス点でしょうか。,k
朝食の時間が6:30AMからで、朝食のお米が新米になったのか良くなり、料理も改善された。,p
チェックインの際の対応が物凄く気持ちがよく、息子との小旅行がとっても良いものになりました。,p
レストランは特にランチはお得で美味しい。,p
朝食が非常に美味しく、これなら絶対夕食も美味しかっただろうと思います。,p
新丸子は停車せずに通過してしまうダイヤが多いが、街は好き。,p
「室内から見られるので寒くない」という点でもいいかもしれないです。,p
連泊しましたが、国道から離れ、宿泊者も少ないので、静かで、夜はぐっすり眠れ何よりでした。,p
繁華街も近いのでお店もたくさんあり便利でした。,p
温泉の良さは抜群でした。,p
夕食のお勧めがあればよかったです。,y
ホテルには安価・質素はビニール傘しか売っていない。,k
色々と申し上げましたが、お風呂も砂風呂も良く楽しく過ごさせていただきました。,p
もうこれ以上言う事なしのホテルですが、可能ならお願いしたい事があります。,e
朝食は美味しくとても満足しました。,p
従業員の方の対応も良かったと思います。,p
立地がよく、部屋も綺麗で、とてもよかったです。,p
部屋にコンセントが、２箇所しかないのは、やはり、不便ですね。,k
"宿泊でディズニーリゾートに行くのは初めてだったのでドキドキしていましたが,事前の問い合わせや予約などとても親切に対応してくださり,本当に安心しましたo（^-^）o今回は彼氏の誕生日ということで,ルームサービスなどを頼んだのですが,細かいところまで要望を聞いてくださり,気をつかっていただいて,おかげで最高のプレゼントになりました☆",p
難を言えば湯船が狭いことと、喫煙室であったため、白い壁がヤニで茶色く変色していたこと。,k
特に何の問題なく快適に過ごせました。,p
駅から近いのはうれしいですが、夜道は少し暗く感じました。,e
もう少しまめに掃除に入ってゴミと髪の毛だけでもきれいだとたすかります。,k
二人部屋なら椅子が二つ欲しいです。,y
部屋も清潔感があり、また利用したいと思いました。,p
しかしながら、ホテルの壁の薄さには閉口ですが。,k
年末という状況、また、ハード面のため、すぐに改善できる点ではないと承知しておりますが、すばらしかったサービス面をはじめ、他の点が良かっただけにとても残念です。,e
人口温泉のお風呂も最高でした〜。,p
人におすすめできるホテルです!,p
アメニティに綿棒が欲しかったな〜というのと、ベッドのきしみ、マットレスの薄さがきになりました。,k
・クラブラウンジは大変よかったです。,p
色々聞いても、分かりやすく説明もしていただき、とても助かりました。,p
部屋はワンランクアップなだけあって、海が見えて眺めは良かったです。,p
あくまで、ここは温泉街ではなく温泉郷であり、周りにお店類もほとんどないので、ゆっくり時を過ごしたい人には良い宿かも。,e
立地が良く、大変価格が安かったので利用させていただきました。,p
代わりに軽食ということで飲み物とカロリーメイトをもらいましたが、朝食なしのコースとの差額300円より明らかに安く、コンビニで好きなものを買ったほうがマシでした。,k
一寸残念でした。,k
禁煙席は端で、喫煙席が真ん中にあり、逆ではないか？と思いました。,k
おかげさまで、とても気分良く滞在することができました。,p
中途半端なサービスはいらない。,k
スーパーホテルはよく利用させて頂いていますが、この値段では最高レベルのホテルだと思います。,p
関空からのフライトの為、初めて使用させて頂きましたが、朝食もおいしいし、タオル等も綺麗で使いやすかったです。,p
スタッフは良かったと思います。,p
子どもが、走り回るとつらいかも。,k
根元が割れていてグラグラしますので早めの交換を。,k
ウエルカムカードもそうですし、フロントの方々の対応も気持のいいものです。,p
部屋が広くて圧迫感がなく＆きれいです。,p
施設は、ごく普通の地方のビジネスホテルです。,e
周辺には飲食店も多いので素泊まりでいいかも…と思いました。,p
貴トラベルの対処を注目している。,k
夜中はシャワーが使えないみたいで洗面所で身体を洗っていた音でゆっくり休めなかった。,k
食事するところは禁煙にして欲しいです。,y
無駄な出費となってしまった。。。,k
ホテルは夜は静かでしたが、トータルでは可もなく不可もなくといったところです。,e
昨年寒い１月に宿泊した際鳴かなければ犬を入室させてもらえ大変助かりました。,p
子供には少し熱かったですが、露天風呂は肌がヌルツルになります。,e
朝晩ともにおなかいっぱいいただきました。,p
どらいやーはおいてください,y
また部屋もバスルームもきれいだから使っていて気持ちいいんです。,p
残念なのは、お風呂が１種類でサウナがなかったことぐらいかな？,k
鏡は汚いし、シャワーもちょっと古いです。,k
・ベッドの寝心地があまりよくない。,k
早朝の出発だったのですが、朝食が６時から可能だったので、とっても助かりました。,p
ベッドが柔らかすぎる気がします。,k
スープがとても具沢山のミネストローネだったのでビックリ！,p
全然ありだと思います。,p
食事にはとても満足しました。,p
部屋に持って行けるのも良かったです。,p
今回は家族４人、内１人は幼児だったので駐車場代込みで１２０００円ほどで泊れて非常にお得でした。,p
四ツ橋筋・御堂筋いずれに行くにしても、少し歩かないといけないです。,k
風呂が、大変すばらしい。,p
ベッドッも良い感じでぐっすり寝れました。,p
デザインが秀逸なだけに、わずかな汚れでも目立ってしまうので大変だと思いますが、より美しいホテルを目指してがんばってください。,e
それ以外は全く問題なく、お部屋も狭いながら綺麗で良かったです。,p
朝食も大浴場もサウナ十分に満足できる値段です,p
コーヒー大好きなので主人も喜んでおりました。,p
たしかに、はやく掃除を終えたいでしょうから邪魔だったでしょうが、それにしても不愉快でした。,k
しかしながら、部屋数が少ない宿なので他のお客さんと一緒になる事もなく、貸切状態で利用できました。,p
部屋や設備にも過不足無いと思います。,p
古いホテルなのでしょうがないと思いますが、ユニットバスやトイレは狭く、使いづらかったです。,k
お部屋もとても広く、過ごしやすかったです。,p
ホテル新館へは初めての宿泊でしたがオープン間もないので部屋は新しい建物の匂いがして非常にきれいで快適でした。,p
道順は確実に頭に入れておかないと、大変危険です。,k
建物の大改造が伴うので難しいとは思いますが、東館との連絡通路が整備されれば、なおいいですね。,k
便利の良いロケーションと、サービス感溢れるホスピタリティには満足できました。,p
【残念な点】・雨模様の天気でしたので、フロントで貸し傘を借りようとしたところ、”ありません。,k
混み合っていましたが、私の口に合い非常に美味しかったです。,p
値段安くていい部屋にとまれるのですごく良いです。,p
平和大通りからでも1本裏手に入るだけなので分かりやすい。,p
さらにアメニティもシャンプー・リンス・ボディソープだけでなく、竹炭の洗顔・ピーリングジェル・入浴剤数種類と充実していて良かったです。,p
寝巻が小さく、きつかった以外は問題なし。,k
お風呂はハシゴして、本館別館楽しめ、アメニティで膝や足の裏もツルツルになりました。,p
３度目の利用でしたが、今回もすごくゆっくりできました。,p
新横浜駅から近く、部屋もきれいでした。,p
大人一人夜から朝まで緑茶１杯で済むわけが無く、朝食をとらない素泊まりの場合は特に、ケチケチしているなぁという感じが拭えません。,k
お風呂の湯の出るスピードが遅かった。,k
プランと朝食の内容でこの値段は非常にうれしい限りです。,p
雪の中の露天風呂は正に極楽!!,p
蟹だけでなく但馬牛も美味しくいただき、食事は満足です。,p
フロントの方も親切で好感持てました。,p
今回は海外からの帰りだったので、大浴場があって非常に有り難かったです。,p
何の音が不明ですが、鈍い音が絶えず聞こえて不快でした。,k
入口で草履を脱いで置いてあるので、誰かがお風呂を利用しているのはわかるはずです。,k
洗顔料とか化粧水とか使いきりの少量のものでよいのであると有り難いのですが。,y
多少の不満はありますが金額が安いのと私の今回の目的は武道館でのライブ終了後に泊まるのが目的であり、そこに非常に近く、わかりやすい場所にあること、22時過ぎに戻ることが咎められないこと、チェックアウトが遅いので余裕があることが評価できます。,e
フロントの方々が丁寧だった,p
最近はナイトウェアでの対応のホテルが多いので個人的にもベターです。,p
部屋も大浴場もスタッフの方も、すべて満足できました。,p
部屋は照明もベッドも可愛かったです,p
ファミリーでも泊まれるビジネスホテルで、施設も新しかったので大変満足です。,p
お部屋には何の問題もなく、快適そのもの。,p
フロントの対応は親切。,p
綺麗なホテルでした,p
クチコミ評判どおり食事が美味しく、ボリューム満点でした。,p
そのせいかお掃除の方は気を遣われて静かにされているようで感心しました。,p
備え付けのドライヤーも昔風の壁についているものなので、女性で気になる人は持参したほうがいいでしょう。,k
安い料金のに８回の部屋を用意してもらい恐縮でした。,p
禁煙室がなかったので、部屋がタバコ臭くて残念でした。,k
立地、スタッフの皆さんの接客対応、価格、大変満足しております。,p
少食の私がおかわりする程おいしかったです。,p
宿泊後は都内の仕事もあったので、重い荷物を快く預かってもらえたことも有り難かったです。,p
一番お手頃なプランで利用させて頂きましたが、スタッフの方の気さくで温かな対応はとても気持ちのいいものでした。,p
中に入って驚いたのは、意外と狭く、年代を感じました。,k
そのことだけが残念です。,k
美味しくいただいた。,p
サービスも物足りない・・・料金が安くても、感動が必要です。,k
●サービス面ではこのお値段の旅館ではまあまあかな？という感じでした。,p
朝食も種類がいろいろあって良かった中で、特に釜で炊いたおこげ飯が美味しかったです。,p
この価格帯では、十分です。,p
しかし、洗練された部屋の雰囲気はなかなかのものです。,p
大通り沿いなのに窓が二重になってるので静か。,p
ＳがＣの間違いだと思います。,k
いくらきれいでサービスがよくても、プライバシーが守られない、安眠が妨害される、これではもう利用できないと思いました。,k
ここ数年の事ですけど、どの部屋の冷蔵庫も冷えが悪いです。,k
貸し切り風呂の天井にカメラのようなものがありました。,e
ベッドも広く、設備もよかったです。,p
またホテルの部屋も広くて使いやすくお風呂も大きな浴槽に嫁も喜んでいました。,p
オーナーさんの気遣いで楽しい時間を過ごす事が出来ました。,p
部屋はやや狭いですが、とても綺麗でしたし、ルームシアターも楽しめました。,e
ホテル内のコンビニショップが夜中１時まで開いていて、チェックインが遅かった私にはとても助かりました。,p
食事は口コミ通りの美味しいもので、特に白胡麻豆腐の揚げ出しは絶品でした！！,p
ただ風呂がひどかった。,k
私も系列のホテル利用者でありますが、ここの良さは立地と大浴場。,p
男性スタッフは問題ないのですが3人立たれると威圧感があります。（彼女談）,k
周囲も繁華街で飲食には非常に便利です。,p
ポイント10倍でしかも1000ポイントギフトカードがついててお得感バッチリです。,p
ただ和食会席を個室でたべたのですが、料理が1つずつでてこなかったのと、味が濃いのが残念でした。,k
と言われたり、お皿がぬるっとしていたり、ちょっと…と思う点がいくつかありました。,k
フロントの方の対応もよく気持ちよく利用できました。,p
立地も良く、便利でした。,p
ホテルの質について、こう言うところでも評価されてしまう可能性もゼロではないので、お気をつけ下さい。,y
禁煙だったので、もう少し喫煙スペースあったら申し分ないです。,y
でも、荷物が置けて部屋が広く使えます。,p
子供の引越しと大学の入学式があったので、二泊三日で宿泊しましたが、朝食はサラダやスープも美味しく頂きました。,p
このプランは出張のビジネスマン向けではないと思います。,k
少し設定料金があがったようですが？,k
牡蠣は3つもついていたのが嬉しかったですが、表面が乾燥していたので残念でした。,e
大浴場は、最上階にあり広くて気分転換や疲れをとるには最高です。,p
２階のエレベーター前、横浜アリーナの情報掲示で、CONCERTTOURとあるべきところ、CONSERTTOURとなっていました。,k
足つぼのお風呂は良かったです。,p
安ければ部屋が悪くても気にしないお客様や安い部屋に泊まり宿泊手当てを浮かせたい出張サラリーマンに安く提供すれば良いでしょうし、そうでないお客様に対してこれらの条件の悪い部屋を条件の良い部屋と同じ料金で提供する事はお客様に対して非常に失礼です。,k
アメニティーグッズの中にクレンジングや入浴剤なども有りで大満足でした。,p
あとは、駐車場からホテルに行く際の道案内が駐車場に書いてあれば・・・。,y
フロントの対応も、最悪。,k
ご検討いただければ幸いです。,y
ワインも、二種類しかなくチョイスができなかったです。,k
その他は、ぜんぜん問題ありませんでした。,e
・朝食では、朝食込みであの安さを考えると、良いと思います。,p
部屋はせまかったですが、設備もきれいで掃除も行き届いていて快適でした。,e
安くて良かったです。,p
いつもながらの朝食バイキングも美味しく頂きました。,p
安さがダントツ,p
まあこれはホテルというより、無線LANの問題なので仕方ない事と思います。,e
コンパクトなお部屋ながら窮屈な感じは全くせず、広いベッドでのんびりでき、室内照明もいい感じでした。,p
朝食は6：45からなので出発が早い日も助かりました。,p
全体的に満足できるホテルです。,p
お風呂ですが、当日寒かったので、お湯をためてから入ろうとしたのですが、なんともお湯がたまるのが遅いこと・・・。,k
ありがたくカレーライスに変更していただきました。,p
一度全台チェックされてみてはどうでしょうか？,y
到着時におしぼりサービスがあり、寒い夜などほっとする。,p
部屋はシンプルでしたが、細かいことですが、机の配置などが使いやすかったです。,p
また食事内容について満足しています。,p
ただ風呂が若干小さいのと朝食のプレートが問題かな！？,k
水戸市内での場所が便利で、朝食付きが安いので決めました。,p
ハード面もソフト面も不満足です。,k
また、空気清浄機がかなりうるさいです。,k
またチェックアウト後にもかかわらず、自転車をお貸しいただき、近くのスーパーまで紙オムツを買いに走り、大助かりでした。,p
全て良かったのですが、一点だけ？？？,e
水圧もしっかりあった良いです。,p
細かく時間が分かれた駐車券を何枚も渡すのではなく、宿泊者用に24時間分の駐車券を1枚準備すべきと思います。,y
部屋のリモコンは一部壊れている。,k
アラカル丼の夕食＆朝食付きのお安いプランで老夫婦には量的にちょうど良かった。,p
特に屋上の露天風呂も大浴場も私好みで、満足感が今でも残っています。,p
宿泊のみでしたが、落ち着いてぐっすり休ませて頂きました。,p
加湿器が欲しいです。?,y
グッドです,p
お風呂の排水が溜まりがちなのと、スリッパがむき出し（消毒済みなのか分からない）なのが残念でした。,k
立地もよく、部屋もきれいで、料金に比し割安感がありました。,p
お掃除も行き届いていて気持ちよかったです。,p
公共の宿なので、リーズナブルな価格です。,p
コンビニもまあまあ歩かないとなかったので、子供連れの私たちにはちょっと大変でした。,k
従業員のみなさんの接客態度がいつ来ても素晴らしいと思います。,p
追加注文した活かには美味しかったのですが、ノーマルで付いている焼きかにと茹でかには当然落差が大きくかなり不味く感じるので、難しいかもしれませんが、他のもの（冶部煮とか）に替えた方が喜ばれるのではないでしょうか。,e
チェックアウトの際、清掃の方の挨拶が気持ちよかったです。,p
新しいホテルなので、部屋も綺麗です。,p
チェックイン時間が翌日の朝になったりしても、気持ちよく対応してくれました。,p
ただチェックインの時に時間がかかったのが残念でした。,k
ホテルで少し休んだあと近くのショッピングモールに夕食に行き、駅の近くということもあり立地もよくてよかったです。,p
朝食は会食場でしたが、お部屋の中がものすごく静かだったので、他の宿泊客に気を使ってしまい、話し辛かったです。,k
お部屋が寒くて夜中に目が覚めました。,k
でも、それ以外は良かったと思います。,p
お手ごろ価格で、モーニングサービスも付いていたのでよかったのですが、カードキーがたまたま同じ日に予約をした同じ会社で同じ苗字の人と間違って渡されました。,k
この値段で朝食付きとは大変得だった。,p
当日、ツインに変更して下さったのでとても快適に過ごすことが出来ました。,p
周辺や市内の食事処がなかなか見つからなかったので、夕食付きプランもあるといいかもしれませんね。,k
駅から近いことや大浴場が遅くまでやっているのも良かったです。,p
空港から遠いのが難点、空港が町から遠いのか？,k
部屋も綺麗でフロントの方も皆さん親切でした。,p
温泉は、設備の割りに狭く感じましたが、偶然にも「イモ洗い状態」には遭遇せずに快適でした。,e
夜のフロントの方対応が、チェックイン、チェックアウトの時の対応と比べるとイマイチのように思えました。,k
また、フロントの方の対応がすごく丁寧でした。,p
メニューは豊富で、味もお値段以上のものです。,p
言葉遣いがデタラメです?,k
喫煙部屋でしたが臭いも気にならず、部屋も綺麗で良かったです。,e
マットを２枚準備してもらうほうがいいかな？,y
ただ、お風呂の混雑に閉口しました。,k
ホテルの周辺はサッカー場や公園で広々としており、駐車場も十分にあり当然無料でした。,p
何か物足りない感じがしました。,k
なによりスタッフの方のわたしたちへの挨拶や笑顔がよかったです。,p
場所は、見つけやすいし、コンビにも近いし、交通はJRからも地下鉄からもどちらからもアクセスしやすくて、便利だった。,p
きれいな部屋でした。,p
部屋はふつうでした。,e
バサバサになります。,k
夜に出かける時に雨が振って来たら、すぐさま貸し出し用の傘を用意されていました。,p
また、古いですが、そこそこリニューアルされているようで、ある程度きれいに掃除してあります。,e
交通センターにも近いので非常に便利でした。,p
宿自体はよかったです。,p
もう少しだけこの制限を緩やかにした方が仕事には使いやすいと思います。,y
地下のレストランでコースの食事でしたが、＊料理がでてくるのが非常に遅かったです。,k
大森駅からの立地もよく、なんと言っても羽田空港までの送迎バスが無料で利用出来るなどの便利さもあります。,p
以前にも宿泊し、大満足だったので、今回も利用させていただきました。,p
１２月３１日から１泊利用で初めて利用したホテルですが、大変快適に過ごす事ができました。,p
宿泊中、予想外の雨になってしまいましたが、無料貸出の傘も、すごく助かりました。,p
今回は温泉でゆっくりして美味い魚を食うがテーマだったので「４」満足にしました。,p
近くにコンビニもあり、とても便利なホテルです。,p
朝食のバイキングは品数は少ないですが、子供がロールパンがもっと欲しいというと親>切に何個も持ってきていただきました。,e
朝ご飯がいろいろあって助かりました,p
有線が楽しめるのは、珍しいホテルだと思います。,p
全員たいへん満足して帰りました。,p
